casename,Precursor,case_name,floris_TI,floris_U0,layout_x,layout_y,num_turbines,path,sim_length,sowfa_TI,sowfa_U0,yaw,power,ti,d_spacing,wake_table,Layouts
c_262,"neutral_5kmx2kmx1km
",D_0096_10_-20_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -20.   0.],[1874.3  952.  1234. ],[0.0897838  0.1639035  0.16786687],7.0,[0 1 2],2x3
c_263,"neutral_5kmx2kmx1km
",D_0102_10_-10_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -10.   0.],[1872.6 1018.7 1318.8],[0.08979684 0.15408155 0.17456099],7.0,[0 1 2],2x3
c_264,"neutral_5kmx2kmx1km
",D_0108_10_0_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10.  0.  0.],[1872.3 1032.  1409. ],[0.08983384 0.14420123 0.17487116],7.0,[0 1 2],2x3
c_265,"neutral_5kmx2kmx1km
",D_0114_10_10_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 10.  0.],[1873.5  987.7 1494.8],[0.08980833 0.13439092 0.15992312],7.0,[0 1 2],2x3
c_266,"neutral_5kmx2kmx1km
",D_0120_10_20_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 20.  0.],[1874.1  891.7 1584.4],[0.08980535 0.12491765 0.14649021],7.0,[0 1 2],2x3
c_267,"neutral_5kmx2kmx1km
",D_0126_20_-20_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -20.   0.],[1691.6 1132.6 1337. ],[0.08508579 0.15982805 0.15467239],7.0,[0 1 2],2x3
c_268,"neutral_5kmx2kmx1km
",D_0132_20_-10_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -10.   0.],[1690.3 1207.4 1434.8],[0.08518612 0.15272062 0.15383959],7.0,[0 1 2],2x3
c_269,"neutral_5kmx2kmx1km
",C_0051_20_0_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1690.1 1217.1 1553.2],[0.0852745  0.14420879 0.14778536],7.0,[0 1 2],2x3
c_270,"neutral_5kmx2kmx1km
",D_0144_20_10_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1691.2 1157.4 1667.8],[0.08526481 0.1339687  0.13277093],7.0,[0 1 2],2x3
c_271,"neutral_5kmx2kmx1km
",D_0150_20_20_7_0_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 20.  0.],[1692.1 1036.3 1763.9],[0.08521839 0.12318966 0.11847475],7.0,[0 1 2],2x3
c_272,"neutral_5kmx2kmx1km
",C_0016_0_0_7_1_-1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1942.  1273.4 1137.2],[0.09281548 0.17723417 0.20802634],7.0,[0 1 2],3x3
c_273,"neutral_5kmx2kmx1km
",C_0034_0_10_7_1_-1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1942.7 1218.7 1082.5],[0.09281779 0.17034298 0.211589  ],7.0,[0 1 2],3x3
c_274,"neutral_5kmx2kmx1km
",C_0052_20_0_7_1_-1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1691.  1661.5 1033.6],[0.08518511 0.12587582 0.14869816],7.0,[0 1 2],3x3
c_275,"neutral_5kmx2kmx1km
",C_0070_20_10_7_1_-1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1692.3 1589.1  979.7],[0.08509649 0.12245613 0.14686026],7.0,[0 1 2],3x3
c_276,"neutral_5kmx2kmx1km
",C_0017_0_0_7_1_0,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1941.8 1273.4  878.6],[0.09282906 0.17721091 0.18491954],7.0,[0 1 2],2x3
c_277,"neutral_5kmx2kmx1km
",C_0035_0_10_7_1_0,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1942.5 1218.5  874.9],[0.09282526 0.17033042 0.16131738],7.0,[0 1 2],2x3
c_278,"neutral_5kmx2kmx1km
",C_0053_20_0_7_1_0,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1690.7 1661.   871.7],[0.0851867  0.12570958 0.11076117],7.0,[0 1 2],2x3
c_279,"neutral_5kmx2kmx1km
",C_0071_20_10_7_1_0,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1692.1 1589.   879.1],[0.08509907 0.12255136 0.08809781],7.0,[0 1 2],2x3
c_280,"neutral_5kmx2kmx1km
",C_0018_0_0_7_1_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1941.9 1273.4  887.5],[0.09281982 0.17725802 0.12229914],7.0,[0 1 2],2x3
c_281,"neutral_5kmx2kmx1km
",C_0036_0_10_7_1_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1942.5 1218.3  997.1],[0.09281681 0.17044971 0.14529724],7.0,[0 1 2],2x3
c_282,"neutral_5kmx2kmx1km
",C_0054_20_0_7_1_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1690.7 1660.8  989.6],[0.08520833 0.12568443 0.1197762 ],7.0,[0 1 2],2x3
c_283,"neutral_5kmx2kmx1km
",C_0072_20_10_7_1_1,0.09,8.38,"(1000.0, 1882.0, 2764.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1692.  1588.6 1156.2],[0.08510922 0.12243318 0.1246987 ],7.0,[0 1 2],2x3
c_284,"neutral_5kmx2kmx1km
",c_3d_00,0.09,8.38,"(1000.0, 1000.0, 1378.0, 1378.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[0. 0. 0. 0.],[1867.7 1822.9  587.   563.5],[0.08848484 0.14815143 0.08929865 0.14034915],3.0,[0 0 1 1],2x2
c_285,"neutral_5kmx2kmx1km
",c_3d_10,0.09,8.38,"(1000.0, 1000.0, 1378.0, 1378.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[10. 10.  0.  0.],[1807.9 1752.   632.4  640.6],[0.08750526 0.14031993 0.09870684 0.18586202],3.0,[0 0 1 1],2x2
c_286,"neutral_5kmx2kmx1km
",c_3d_20,0.09,8.38,"(1000.0, 1000.0, 1378.0, 1378.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[20. 20.  0.  0.],[1639.6 1575.3  774.9  802.2],[0.08565446 0.12985453 0.11385127 0.21566215],3.0,[0 0 1 1],2x2
c_287,"neutral_5kmx2kmx1km
",c_4d_00,0.09,8.38,"(1000.0, 1000.0, 1504.0, 1504.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[0. 0. 0. 0.],[1877.7 1833.   685.5  643.2],[0.08831271 0.14799828 0.09639041 0.14468461],4.0,[0 0 1 1],2x2
c_288,"neutral_5kmx2kmx1km
",c_4d_10,0.09,8.38,"(1000.0, 1000.0, 1504.0, 1504.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[10. 10.  0.  0.],[1817.7 1761.8  735.8  735.7],[0.08728833 0.14022543 0.11026952 0.19184842],4.0,[0 0 1 1],2x2
c_289,"neutral_5kmx2kmx1km
",c_4d_20,0.09,8.38,"(1000.0, 1000.0, 1504.0, 1504.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[20. 20.  0.  0.],[1648.7 1584.1  891.9  914.2],[0.08549928 0.12961619 0.1250512  0.2211856 ],4.0,[0 0 1 1],2x2
c_290,"neutral_5kmx2kmx1km
",c_5d_00,0.09,8.38,"(1000.0, 1000.0, 1630.0, 1630.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[0. 0. 0. 0.],[1886.  1840.7  774.8  720.5],[0.08809464 0.14776198 0.10192344 0.15462876],5.0,[0 0 1 1],2x2
c_291,"neutral_5kmx2kmx1km
",c_5d_10,0.09,8.38,"(1000.0, 1000.0, 1630.0, 1630.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[10. 10.  0.  0.],[1825.9 1769.1  831.   822.5],[0.08703062 0.13999923 0.12054015 0.19897096],5.0,[0 0 1 1],2x2
c_292,"neutral_5kmx2kmx1km
",c_5d_20,0.09,8.38,"(1000.0, 1000.0, 1630.0, 1630.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[20. 20.  0.  0.],[1655.9 1590.4  993.4 1006.3],[0.08551196 0.12945589 0.13241982 0.22762401],5.0,[0 0 1 1],2x2
c_293,"neutral_5kmx2kmx1km
",c_6d_00,0.09,8.38,"(1000.0, 1000.0, 1756.0, 1756.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[0. 0. 0. 0.],[1887.3 1842.5  880.1  818.5],[0.08808696 0.14775706 0.10693327 0.16343656],6.0,[0 0 1 1],2x2
c_294,"neutral_5kmx2kmx1km
",c_6d_10,0.09,8.38,"(1000.0, 1000.0, 1756.0, 1756.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[10. 10.  0.  0.],[1827.2 1770.6  943.   926.7],[0.08705252 0.14000572 0.12510038 0.20312628],6.0,[0 0 1 1],2x2
c_295,"neutral_5kmx2kmx1km
",c_6d_20,0.09,8.38,"(1000.0, 1000.0, 1756.0, 1756.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[20. 20.  0.  0.],[1656.8 1591.6 1111.9 1112.2],[0.0855148  0.12940382 0.1361012  0.22919224],6.0,[0 0 1 1],2x2
c_296,"neutral_5kmx2kmx1km
",c_7d_00,0.09,8.38,"(1000.0, 1000.0, 1882.0, 1882.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[0. 0. 0. 0.],[1887.9 1843.4  960.2  889.2],[0.08803505 0.14774951 0.10565054 0.16773814],7.0,[0 0 1 1],2x2
c_297,"neutral_5kmx2kmx1km
",c_7d_10,0.09,8.38,"(1000.0, 1000.0, 1882.0, 1882.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[10. 10.  0.  0.],[1827.5 1771.4 1022.  1001.3],[0.08712309 0.13989772 0.12249118 0.20126402],7.0,[0 0 1 1],2x2
c_298,"neutral_5kmx2kmx1km
",c_7d_20,0.09,8.38,"(1000.0, 1000.0, 1882.0, 1882.0)","(500.0, 1300.0, 500.0, 1300.0)",4,sowfa_library (Paul.fleming@nrel.gov)/full_runs/near_wake,2000.0,0.1,8.0,[20. 20.  0.  0.],[1657.6 1592.7 1190.9 1176.4],[0.08552143 0.12932873 0.13523654 0.22341643],7.0,[0 0 1 1],2x2
c_299,"neutral_5kmx2kmx1km
",new_cases_7,0.09,8.38,"(1000.0, 1510.4, 2020.7, 2531.1, 3041.5)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[30. 30. 26. 22.  0.],[1435.1  785.1  879.8 1060.8 1397.2],[0.08025646 0.11476054 0.13025823 0.13400747 0.11404256],4.0507936507936515,[0 1 2 3 4],1x5
c_300,"neutral_5kmx2kmx1km
",new_cases_6,0.09,8.38,"(1000.0, 1523.2, 2046.4, 2569.6, 3092.8)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[28.2 29.8 25.3 23.   0. ],[1489.4  782.7  911.1 1036.1 1440.9],[0.08105916 0.11646398 0.13711002 0.13859655 0.12293049],4.152380952380953,[0 1 2 3 4],1x5
c_301,"neutral_5kmx2kmx1km
",new_cases_5,0.09,8.38,"(1000.0, 1663.7, 2327.4, 2991.0, 3654.7)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[30.  28.6 26.1 27.5  0. ],[1438.7  934.1 1013.2 1089.4 1549.2],[0.08019014 0.11409496 0.12500446 0.10836184 0.1078232 ],5.267460317460317,[0 1 2 3 3],1x5
c_302,"neutral_5kmx2kmx1km
",new_cases_4,0.09,8.38,"(1000.0, 1672.6, 2253.5, 2818.3, 3361.6)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[25.7 28.1 22.5 19.9  0. ],[1555.5  872.4  985.  1058.5 1302.4],[0.08244388 0.11720215 0.14167797 0.1292062  0.16151547],5.338095238095238,[0 1 2 3 4],1x5
c_303,"neutral_5kmx2kmx1km
",case_1,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[0. 0. 0. 0. 0.],[1940.   843.9  856.9  893.1  926.2],[0.09288675 0.11559695 0.18894398 0.16869242 0.1385963 ],6.0,[0 1 2 3 3],1x5
c_304,"neutral_5kmx2kmx1km
",case_6,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[ 5. 10. 15. 20.  0.],[1922.5  853.8  865.8  813.2 1074.4],[0.09156655 0.11664072 0.16933618 0.13650426 0.15735866],6.0,[0 1 2 3 3],1x5
c_305,"neutral_5kmx2kmx1km
",case_n_01_hi_gauss,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/new_5_turb,2000.0,0.1,8.0,[12.9 23.4 19.7 14.1  0. ],[1831.6  828.8  972.1 1063.6 1175.7],[0.0886557  0.11970988 0.16699044 0.15162378 0.15380948],6.0,[0 1 2 3 3],1x5
c_306,"neutral_5kmx2kmx1km
",case001_new_gauss,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[14.5 24.9 21.8 17.5  0. ],[1804.3  830.3  977.1 1033.5 1236.5],[0.08800487 0.11996307 0.16241657 0.15611035 0.16261902],6.0,[0 1 2 3 3],1x5
c_307,"neutral_5kmx2kmx1km
",case_gauss,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[14.52 25.24 22.26 17.5   0.  ],[1804.4  824.7  974.2 1052.  1242.2],[0.08803277 0.11955884 0.16046274 0.15430727 0.15724093],6.0,[0 1 2 3 3],1x5
c_308,"neutral_5kmx2kmx1km
",case_9,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[17. 17.  7. 11.  0.],[1757.9  964.5 1103.9 1006.9 1078.7],[0.08685489 0.13062653 0.17251411 0.14083846 0.14392851],6.0,[0 1 2 3 3],1x5
c_309,"neutral_5kmx2kmx1km
",case_8,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[19. 18. 17. 18.  0.],[1716.7  984.7 1031.3 1019.  1268.2],[0.08603532 0.12891058 0.16353832 0.15538492 0.16295028],6.0,[0 1 2 3 3],1x5
c_310,"neutral_5kmx2kmx1km
",case_5,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[20. 20. 20. 20.  0.],[1690.5  980.1 1019.3 1038.9 1336.8],[0.08539266 0.12672039 0.15410485 0.15694066 0.16861249],6.0,[0 1 2 3 3],1x5
c_311,"neutral_5kmx2kmx1km
",CaseNov_01_T5_PP21_hi_gch,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,[20.6 18.1 18.6 13.9  0. ],[1681.3 1013.2 1026.1 1109.5 1225.4],[0.08512758 0.12907729 0.15723614 0.17220765 0.15553903],6.0,[0 1 2 3 3],1x5
c_312,"neutral_5kmx2kmx1km
",CaseNov_04_T5_PP188_hi_gch,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,[23.  21.1 20.  14.   0. ],[1625.9 1019.2 1052.9 1180.1 1327.7],[0.08377688 0.12552353 0.14837098 0.14160773 0.14031758],6.0,[0 1 2 3 3],1x5
c_313,"neutral_5kmx2kmx1km
",case_jen,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[23.1 22.6 17.3 14.1  0. ],[1626.1  994.9 1110.8 1152.1 1336.7],[0.08379404 0.12391466 0.14930846 0.15451917 0.14890655],6.0,[0 1 2 3 3],1x5
c_314,"neutral_5kmx2kmx1km
",case_n_02_hi_gch,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/new_5_turb,2000.0,0.1,8.0,[23.4 23.3 21.4 16.7  0. ],[1616.5  989.1 1061.7 1176.3 1390.6],[0.08364545 0.12252922 0.14321768 0.1403549  0.15778123],6.0,[0 1 2 3 3],1x5
c_315,"neutral_5kmx2kmx1km
",case002_new_gch,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[24.2 24.4 22.7 16.5  0. ],[1597.   982.4 1057.  1200.5 1403. ],[0.08324928 0.12024033 0.13547574 0.12983577 0.1495255 ],6.0,[0 1 2 3 3],1x5
c_316,"neutral_5kmx2kmx1km
",case_2,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[25.  0.  0.  0.  0.],[1575.3 1247.3 1008.4  955.4  887.1],[0.08253026 0.14435403 0.16755347 0.18268323 0.14292433],6.0,[0 1 2 3 3],1x5
c_317,"neutral_5kmx2kmx1km
",case_4,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[25. 20. 15. 10.  0.],[1576.4 1065.  1147.5 1185.2 1198.5],[0.08279629 0.12440656 0.15505372 0.14761008 0.1720189 ],6.0,[0 1 2 3 3],1x5
c_318,"neutral_5kmx2kmx1km
",case_3,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[25. 25.  0.  0.  0.],[1577.   986.9 1338.7 1089.4  999.8],[0.0827271  0.11929958 0.15639348 0.16797237 0.1675521 ],6.0,[0 1 2 3 3],1x5
c_319,"neutral_5kmx2kmx1km
",case_3x25,0.09,8.38,"(1000.0, 1756.0, 2512.0, 3268.0, 4024.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_8ms_highTI_5turb,2000.0,0.1,8.0,[25. 25. 25.  0.  0.],[1576.9  988.4 1030.  1443.8 1141.8],[0.08275927 0.11889741 0.13309412 0.15024727 0.15014578],6.0,[0 1 2 3 3],1x5
c_320,"neutral_5kmx2kmx1km
",case_3,0.09,8.38,"(1000.0, 1801.0, 2504.3, 3203.4, 3917.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[21.36 21.68 20.22 20.89  0.  ],[1664.1  982.4 1016.6 1041.6 1317.4],[0.08478248 0.12411954 0.15804506 0.155859   0.14195649],6.357142857142857,[0 1 2 3 3],1x5
c_321,"neutral_5kmx2kmx1km
",new_cases_2,0.09,8.38,"(1000.0, 1801.0, 2504.3, 3203.4, 3917.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[21.4 21.7 20.2 20.9  0. ],[1664.1  982.4 1016.6 1041.6 1317.4],[0.08478248 0.12411954 0.15804506 0.155859   0.14195649],6.357142857142857,[0 1 2 3 3],1x5
c_322,"neutral_5kmx2kmx1km
",case_2,0.09,8.38,"(1000.0, 1882.0, 2731.3, 3599.9, 4528.0)","(1000.0, 1000.0, 1000.0, 1000.0, 1000.0)",5,sowfa_library (Paul.fleming@nrel.gov)/full_runs/wes_5_turb/eagle_runs,2000.0,0.1,8.0,[27.18 19.98 17.25 16.74  0.  ],[1516.1 1158.8 1214.1 1194.1 1397.7],[0.08139378 0.11573366 0.14058918 0.13347002 0.17491284],7.0,[0 1 2 2 2],1x5
